Data NuEer,bidder,house,date,lot,profit,Net  Payment,rank,realisation in final auAtion,bid,EstDated MinDum,EstDated MaxDum,Aatalog PriAe,Aatalog Du10y,EstDate Min,EstDate Max,Grade Min ,Grade Max,No Grade,ExAlusively US,No Value
1025,3,C,35508,1180,0,0,5,2000,1700,0,0,2000,1,2000,2000,3,2,0,0,0
1026,1,C,35508,1180,0,0,6,2000,1500,0,0,2000,1,2000,2000,3,2,0,0,0
1027,6,C,35508,1180,0,0,7,2000,1400,0,0,2000,1,2000,2000,3,2,0,0,0
1028,6,C,35508,1181,0,0,1,300,850,300,350,0,0,300,350,3,2,0,0,0
1029,4,C,35508,1181,0,0,2,300,290,300,350,0,0,300,350,3,2,0,0,0
1030,7,C,35508,1181,0,0,3,300,250,300,350,0,0,300,350,3,2,0,0,0
1031,1,C,35508,1181,0,0,4,300,230,300,350,0,0,300,350,3,2,0,0,0
1032,4,C,35508,1182,0,0,1,375,340,500,600,0,0,500,600,3,2,0,0,0
1033,1,C,35508,1182,0,0,2,375,260,500,600,0,0,500,600,3,2,0,0,0
1034,4,C,35508,1183,0,0,1,800,990,0,0,4700,1,4700,4700,3,2,0,0,0
1035,1,C,35508,1183,0,0,2,800,380,0,0,4700,1,4700,4700,3,2,0,0,0
1036,5,C,35508,1184,0,0,1,2000,2000,1000,2000,0,0,1000,2000,0,0,1,0,0
1037,4,C,35508,1184,0,0,2,2000,1650,1000,2000,0,0,1000,2000,0,0,1,0,0
1038,2,C,35508,1184,0,0,3,2000,1100,1000,2000,0,0,1000,2000,0,0,1,0,0
1039,3,C,35508,1184,0,0,4,2000,900,1000,2000,0,0,1000,2000,0,0,1,0,0
1040,1,C,35508,1184,0,0,5,2000,550,1000,2000,0,0,1000,2000,0,0,1,0,0
1041,3,C,35508,1189,7.5,-7.5,1,475,520,0,0,2608.592311,1,2608.592311,2608.592311,2,2,0,0,0
1042,4,C,35508,1189,7.5,7.5,2,475,490,0,0,2608.592311,1,2608.592311,2608.592311,2,2,0,0,0
1043,1,C,35508,1189,0,0,3,475,470,0,0,2608.592311,1,2608.592311,2608.592311,2,2,0,0,0
1044,7,C,35508,1190,0,0,1,400,500,500,500,0,0,500,500,3,2,0,0,0
1045,3,C,35508,1190,0,0,2,400,400,500,500,0,0,500,500,3,2,0,0,0
1046,1,C,35508,1190,0,0,3,400,400,500,500,0,0,500,500,3,2,0,0,0
1047,4,C,35508,1190,0,0,4,400,350,500,500,0,0,500,500,3,2,0,0,0
1048,1,C,35508,1191,15,-15,1,300,400,0,0,1960.900826,1,1960.900826,1960.900826,2,2,0,0,0
1049,3,C,35508,1191,15,15,2,300,330,0,0,1960.900826,1,1960.900826,1960.900826,2,2,0,0,0
1050,2,C,35508,1191,0,0,3,300,200,0,0,1960.900826,1,1960.900826,1960.900826,2,2,0,0,0
1051,4,C,35508,1192,287.5,-287.5,1,325,990,300,400,0,0,300,400,6,2,0,0,0
1052,7,C,35508,1192,154.5,154.5,2,325,900,300,400,0,0,300,400,6,2,0,0,0
1053,5,C,35508,1192,54.5,54.5,3,325,700,300,400,0,0,300,400,6,2,0,0,0
1054,1,C,35508,1192,35.75,35.75,4,325,625,300,400,0,0,300,400,6,2,0,0,0
1055,2,C,35508,1192,23.25,23.25,5,325,550,300,400,0,0,300,400,6,2,0,0,0
1056,3,C,35508,1192,19.5,19.5,6,325,520,300,400,0,0,300,400,6,2,0,0,0
1057,1,C,35508,1195,562.5,-562.5,1,475,2000,500,750,0,0,500,750,3,2,0,0,0
1058,3,C,35508,1195,481.25,481.25,2,475,1600,500,750,0,0,500,750,3,2,0,0,0
1059,2,C,35508,1195,81.25,81.25,3,475,800,500,750,0,0,500,750,3,2,0,0,0
1060,6,C,35508,1196,125,-125,1,650,1600,350,450,0,0,350,450,6,6,0,0,0
1061,1,C,35508,1196,125,125,2,650,900,350,450,0,0,350,450,6,6,0,0,0
1062,2,C,35508,1196,0,0,3,650,650,350,450,0,0,350,450,6,6,0,0,0
1063,4,C,35508,1196,0,0,4,650,590,350,450,0,0,350,450,6,6,0,0,0
1064,5,C,35508,1196,0,0,5,650,500,350,450,0,0,350,450,6,6,0,0,0
1065,3,C,35508,1196,0,0,6,650,400,350,450,0,0,350,450,6,6,0,0,0
1066,6,C,35508,1197,0,0,1,950,900,500,750,0,0,500,750,6,2,0,0,0
1067,5,C,35508,1197,0,0,2,950,600,500,750,0,0,500,750,6,2,0,0,0
1068,1,C,35508,1197,0,0,3,950,450,500,750,0,0,500,750,6,2,0,0,0
1069,5,C,35508,1198,12.5,-12.5,1,525,700,500,750,0,0,500,750,6,2,0,0,0
1070,1,C,35508,1198,12.5,12.5,2,525,550,500,750,0,0,500,750,6,2,0,0,0
1071,5,C,35508,1199,0,0,1,475,700,500,750,0,0,500,750,3,2,0,0,0
1072,3,C,35508,1199,0,0,2,475,420,500,750,0,0,500,750,3,2,0,0,0
1073,2,C,35508,1199,0,0,3,475,400,500,750,0,0,500,750,3,2,0,0,0
1074,1,C,35508,1199,0,0,4,475,280,500,750,0,0,500,750,3,2,0,0,0
1075,3,C,35508,1200,87.5,-87.5,1,425,2100,500,750,0,0,500,750,0,0,1,0,0
1076,2,C,35508,1200,43.75,43.75,2,425,600,500,750,0,0,500,750,0,0,1,0,0
1077,1,C,35508,1200,43.75,43.75,3,425,600,500,750,0,0,500,750,0,0,1,0,0
1078,2,C,35508,1201,0,0,1,375,400,400,600,0,0,400,600,3,2,0,0,0
1079,1,C,35508,1201,0,0,2,375,200,400,600,0,0,400,600,3,2,0,0,0
1080,1,C,35508,1202,0,0,1,300,260,300,400,0,0,300,400,3,2,0,0,0
1081,1,C,35508,1203,0,0,1,425,425,200,400,0,0,200,400,0,0,1,0,0
1082,1,C,35508,1204,0,0,1,350,350,200,250,0,0,200,250,6,2,0,0,0
1083,4,C,35508,1204,0,0,2,350,220,200,250,0,0,200,250,6,2,0,0,0
1084,4,C,35508,1205,0,0,1,270,130,300,350,0,0,300,350,2,2,0,0,0
1085,1,C,35508,1205,0,0,2,270,100,300,350,0,0,300,350,2,2,0,0,0
1086,1,C,35508,1206,0,0,1,220,320,250,350,0,0,250,350,3,2,0,0,0
1087,6,C,35508,1207,637.5,-637.5,1,425,1800,400,600,0,0,400,600,0,0,1,0,0
1088,7,C,35508,1207,562.9166667,562.9166667,2,425,1700,400,600,0,0,400,600,0,0,1,0,0
1089,3,C,35508,1207,37.91666667,37.91666667,3,425,650,400,600,0,0,400,600,0,0,1,0,0
1090,5,C,35508,1207,31.66666667,31.66666667,4,425,625,400,600,0,0,400,600,0,0,1,0,0
1091,2,C,35508,1207,2.5,2.5,5,425,450,400,600,0,0,400,600,0,0,1,0,0
1092,1,C,35508,1207,2.5,2.5,6,425,450,400,600,0,0,400,600,0,0,1,0,0
1093,5,C,35508,1208,800,-800,1,1800,3500,500,1000,0,0,500,1000,0,0,1,0,0
1094,7,C,35508,1208,279.1666667,279.1666667,2,1800,3400,500,1000,0,0,500,1000,0,0,1,0,0
1095,3,C,35508,1208,229.1666667,229.1666667,3,1800,3300,500,1000,0,0,500,1000,0,0,1,0,0
1096,6,C,35508,1208,154.1666667,154.1666667,4,1800,3000,500,1000,0,0,500,1000,0,0,1,0,0
1097,4,C,35508,1208,137.5,137.5,5,1800,2900,500,1000,0,0,500,1000,0,0,1,0,0
1098,1,C,35508,1208,0,0,6,1800,1100,500,1000,0,0,500,1000,0,0,1,0,0
1099,2,C,35508,1208,0,0,7,1800,950,500,1000,0,0,500,1000,0,0,1,0,0
1100,6,C,35508,1209,475,-475,1,650,2500,500,750,0,0,500,750,0,0,1,0,0
1101,7,C,35508,1209,375,375,2,650,1600,500,750,0,0,500,750,0,0,1,0,0
1102,3,C,35508,1209,100,100,3,650,1050,500,750,0,0,500,750,0,0,1,0,0
1103,1,C,35508,1209,0,0,4,650,450,500,750,0,0,500,750,0,0,1,0,0
1104,5,C,35508,1209,0,0,5,650,450,500,750,0,0,500,750,0,0,1,0,0
1105,2,C,35508,1209,0,0,6,650,375,500,750,0,0,500,750,0,0,1,0,0
1106,6,C,35508,1210,650,-650,1,1200,2800,1000,1000,0,0,1000,1000,0,0,1,0,0
1107,7,C,35508,1210,500,500,2,1200,2500,1000,1000,0,0,1000,1000,0,0,1,0,0
1108,3,C,35508,1210,150,150,3,1200,1800,1000,1000,0,0,1000,1000,0,0,1,0,0
1109,2,C,35508,1210,0,0,4,1200,950,1000,1000,0,0,1000,1000,0,0,1,0,0
1110,1,C,35508,1210,0,0,5,1200,700,1000,1000,0,0,1000,1000,0,0,1,0,0
1111,5,C,35508,1211,0,0,1,700,800,400,500,0,0,400,500,3,2,0,0,0
1112,3,C,35508,1211,0,0,2,700,600,400,500,0,0,400,500,3,2,0,0,0
1113,8,C,35508,1211,0,0,3,700,450,400,500,0,0,400,500,3,2,0,0,0
1114,1,C,35508,1211,0,0,4,700,400,400,500,0,0,400,500,3,2,0,0,0
1115,2,C,35508,1211,0,0,5,700,350,400,500,0,0,400,500,3,2,0,0,0
1116,6,C,35508,1211,0,0,6,700,300,400,500,0,0,400,500,3,2,0,0,0
1117,3,C,35508,1212,200,-200,1,600,1000,600,800,0,0,600,800,3,2,0,0,0
1118,6,C,35508,1212,112.9166667,112.9166667,2,600,1000,600,800,0,0,600,800,3,2,0,0,0
1119,5,C,35508,1212,62.91666667,62.91666667,3,600,900,600,800,0,0,600,800,3,2,0,0,0
1120,2,C,35508,1212,12.91666667,12.91666667,4,600,700,600,800,0,0,600,800,3,2,0,0,0
1121,4,C,35508,1212,11.25,11.25,5,600,690,600,800,0,0,600,800,3,2,0,0,0
1122,1,C,35508,1213,0,0,1,1350,1300,1500,1500,0,0,1500,1500,2,2,0,0,0
1123,3,C,35508,1213,0,0,2,1350,1200,1500,1500,0,0,1500,1500,2,2,0,0,0
1124,7,C,35508,1213,0,0,3,1350,1100,1500,1500,0,0,1500,1500,2,2,0,0,0
1125,4,C,35508,1213,0,0,4,1350,1050,1500,1500,0,0,1500,1500,2,2,0,0,0
1126,6,C,35508,1213,0,0,5,1350,1000,1500,1500,0,0,1500,1500,2,2,0,0,0
1191,6,C,35508,1228,325,-325,1,850,2300,500,750,0,0,500,750,6,2,0,0,0
1192,1,C,35508,1228,97.91666667,97.91666667,2,850,1500,500,750,0,0,500,750,6,2,0,0,0
1193,7,C,35508,1228,97.91666667,97.91666667,3,850,1500,500,750,0,0,500,750,6,2,0,0,0
1194,4,C,35508,1228,85.41666667,85.41666667,4,850,1450,500,750,0,0,500,750,6,2,0,0,0
1195,3,C,35508,1228,43.75,43.75,5,850,1200,500,750,0,0,500,750,6,2,0,0,0
1196,2,C,35508,1228,0,0,6,850,800,500,750,0,0,500,750,6,2,0,0,0
1197,5,C,35508,1228,0,0,7,850,750,500,750,0,0,500,750,6,2,0,0,0
1198,6,C,35508,1229,170,-170,1,650,1100,600,800,0,0,600,800,3,2,0,0,0
1199,4,C,35508,1229,124.1666667,124.1666667,2,650,990,600,800,0,0,600,800,3,2,0,0,0
1200,3,C,35508,1229,29.16666667,29.16666667,3,650,800,600,800,0,0,600,800,3,2,0,0,0
1201,2,C,35508,1229,16.66666667,16.66666667,4,650,750,600,800,0,0,600,800,3,2,0,0,0
1202,5,C,35508,1229,0,0,5,650,650,600,800,0,0,600,800,3,2,0,0,0
1203,1,C,35508,1229,0,0,6,650,500,600,800,0,0,600,800,3,2,0,0,0
1204,4,C,35508,1230,200,-200,1,2100,2900,1000,1000,0,0,1000,1000,6,6,0,0,0
1205,1,C,35508,1230,200,200,2,2100,2500,1000,1000,0,0,1000,1000,6,6,0,0,0
1206,5,C,35508,1230,0,0,3,2100,1000,1000,1000,0,0,1000,1000,6,6,0,0,0
1207,2,C,35508,1230,0,0,4,2100,900,1000,1000,0,0,1000,1000,6,6,0,0,0
1208,1,C,35508,1231,0,0,1,600,600,350,450,0,0,350,450,6,6,0,0,0
1209,2,C,35508,1231,0,0,2,600,550,350,450,0,0,350,450,6,6,0,0,0
1210,5,C,35508,1231,0,0,3,600,525,350,450,0,0,350,450,6,6,0,0,0
1211,7,C,35508,1231,0,0,4,600,400,350,450,0,0,350,450,6,6,0,0,0
1212,4,C,35508,1232,0,0,1,10000,13900,5000,7500,0,0,5000,7500,6,2,0,0,0
1213,7,C,35508,1232,0,0,2,10000,8600,5000,7500,0,0,5000,7500,6,2,0,0,0
1214,5,C,35508,1232,0,0,3,10000,8600,5000,7500,0,0,5000,7500,6,2,0,0,0
1215,1,C,35508,1232,0,0,4,10000,8500,5000,7500,0,0,5000,7500,6,2,0,0,0
1216,3,C,35508,1232,0,0,5,10000,4000,5000,7500,0,0,5000,7500,6,2,0,0,0
1217,6,C,35508,1232,0,0,6,10000,3400,5000,7500,0,0,5000,7500,6,2,0,0,0
1218,1,C,35508,1233,500,-500,1,950,2000,1000,1200,0,0,1000,1200,3,2,0,0,0
1219,4,C,35508,1233,458.3333333,458.3333333,2,950,1950,1000,1200,0,0,1000,1200,3,2,0,0,0
1220,5,C,35508,1233,33.33333333,33.33333333,3,950,1100,1000,1200,0,0,1000,1200,3,2,0,0,0
1221,2,C,35508,1233,8.333333333,8.333333333,4,950,1000,1000,1200,0,0,1000,1200,3,2,0,0,0
1222,7,C,35508,1233,0,0,5,950,900,1000,1200,0,0,1000,1200,3,2,0,0,0
1223,6,C,35508,1234,132.5,-132.5,1,575,1600,500,1000,0,0,500,1000,2,2,0,0,0
1224,4,C,35508,1234,126.25,126.25,2,575,840,500,1000,0,0,500,1000,2,2,0,0,0
1225,7,C,35508,1234,6.25,6.25,3,575,600,500,1000,0,0,500,1000,2,2,0,0,0
1226,1,C,35508,1234,0,0,4,575,450,500,1000,0,0,500,1000,2,2,0,0,0
1234,1,C,35508,1237,0,0,1,575,700,500,750,0,0,500,750,0,0,1,0,0
1235,3,C,35508,1237,0,0,2,575,500,500,750,0,0,500,750,0,0,1,0,0
1236,5,C,35508,1237,0,0,3,575,425,500,750,0,0,500,750,0,0,1,0,0
1237,4,C,35508,1238,60,-60,1,400,740,300,350,0,0,300,350,6,6,0,0,0
1238,3,C,35508,1238,41.25,41.25,2,400,520,300,350,0,0,300,350,6,6,0,0,0
1239,5,C,35508,1238,18.75,18.75,3,400,475,300,350,0,0,300,350,6,6,0,0,0
1240,1,C,35508,1238,0,0,4,400,300,300,350,0,0,300,350,6,6,0,0,0
1241,4,C,35508,1239,0,0,1,1400,900,1000,1200,0,0,1000,1200,3,2,0,0,0
1242,1,C,35508,1239,0,0,2,1400,800,1000,1200,0,0,1000,1200,3,2,0,0,0
1243,2,C,35508,1239,0,0,3,1400,800,1000,1200,0,0,1000,1200,3,2,0,0,0
1244,3,C,35508,167,0,0,1,140,105,0,0,325,1,325,325,3,3,0,0,0
1245,3,C,35508,168,0,0,1,110,105,0,0,325,1,325,325,3,3,0,0,0
1246,3,C,35508,169,0,0,1,70,70,0,0,175,1,175,175,2,2,0,0,0
1247,1,C,35508,170,0,0,1,500,525,0,0,5429.12,1,5429.12,5429.12,3,3,0,0,0
1282,8,C,35508,208,0,0,1,150,200,0,0,360,1,360,360,2,2,0,0,0
1283,4,C,35508,209,550,-550,1,2300,3900,1000,1500,0,0,1000,1500,3,2,0,0,0
1284,3,C,35508,209,500,500,2,2300,3400,1000,1500,0,0,1000,1500,3,2,0,0,0
1285,7,C,35508,209,50,50,3,2300,2500,1000,1500,0,0,1000,1500,3,2,0,0,0
1286,1,C,35508,209,0,0,4,2300,1900,1000,1500,0,0,1000,1500,3,2,0,0,0
1287,6,C,35508,209,0,0,5,2300,1400,1000,1500,0,0,1000,1500,3,2,0,0,0
1288,5,C,35508,209,0,0,6,2300,1200,1000,1500,0,0,1000,1500,3,2,0,0,0
1289,8,C,35508,209,0,0,7,2300,1100,1000,1500,0,0,1000,1500,3,2,0,0,0
1290,7,C,35508,210,112.5,-112.5,1,575,900,600,800,0,0,600,800,3,2,0,0,0
1291,1,C,35508,210,42.70833333,42.70833333,2,575,800,600,800,0,0,600,800,3,2,0,0,0
1292,5,C,35508,210,42.70833333,42.70833333,3,575,800,600,800,0,0,600,800,3,2,0,0,0
1293,3,C,35508,210,17.70833333,17.70833333,4,575,700,600,800,0,0,600,800,3,2,0,0,0
1294,2,C,35508,210,9.375,9.375,5,575,650,600,800,0,0,600,800,3,2,0,0,0
1295,3,C,35508,211,0,0,1,180,180,150,200,0,0,150,200,3,2,0,0,0
1296,2,C,35508,211,0,0,2,180,175,150,200,0,0,150,200,3,2,0,0,0
1297,8,C,35508,211,0,0,3,180,110,150,200,0,0,150,200,3,2,0,0,0
1298,1,C,35508,211,0,0,4,180,100,150,200,0,0,150,200,3,2,0,0,0
1299,8,C,35508,212,0,0,1,350,350,0,0,1500,1,1500,1500,3,2,0,0,0
1300,3,C,35508,213,0,0,1,2300,2200,500,1000,0,0,500,1000,6,6,0,0,0
1301,7,C,35508,213,0,0,2,2300,1100,500,1000,0,0,500,1000,6,6,0,0,0
1302,8,C,35508,213,0,0,3,2300,900,500,1000,0,0,500,1000,6,6,0,0,0
1303,6,C,35508,213,0,0,4,2300,750,500,1000,0,0,500,1000,6,6,0,0,0
1304,1,C,35508,213,0,0,5,2300,700,500,1000,0,0,500,1000,6,6,0,0,0
1305,4,C,35508,215,25,-25,1,1250,1450,750,750,0,0,750,750,3,2,0,0,0
1306,8,C,35508,215,25,25,2,1250,1300,750,750,0,0,750,750,3,2,0,0,0
1307,7,C,35508,215,0,0,3,1250,1200,750,750,0,0,750,750,3,2,0,0,0
1308,3,C,35508,215,0,0,4,1250,1150,750,750,0,0,750,750,3,2,0,0,0
1309,6,C,35508,215,0,0,5,1250,850,750,750,0,0,750,750,3,2,0,0,0
1310,1,C,35508,215,0,0,6,1250,580,750,750,0,0,750,750,3,2,0,0,0
1311,3,C,35508,219,0,0,1,350,320,0,0,3750,1,3750,3750,3,3,0,0,0
1312,3,C,35508,220,0,0,1,90,80,0,0,275,1,275,275,2,2,0,0,0
1313,3,C,35508,222,0,0,1,115,80,0,0,250,1,250,250,3,3,0,0,0
1369,3,C,35508,297,85,-85,1,180,850,200,400,0,0,200,400,6,6,0,0,0
1370,1,C,35508,297,37.08333333,37.08333333,2,180,350,200,400,0,0,200,400,6,6,0,0,0
1371,4,C,35508,297,32.08333333,32.08333333,3,180,340,200,400,0,0,200,400,6,6,0,0,0
1372,2,C,35508,297,15.83333333,15.83333333,4,180,275,200,400,0,0,200,400,6,6,0,0,0
1373,7,C,35508,299,102.5,-102.5,1,475,790,500,600,0,0,500,600,3,2,0,0,0
1374,4,C,35508,299,96.25,96.25,2,475,680,500,600,0,0,500,600,3,2,0,0,0
1375,1,C,35508,299,6.25,6.25,3,475,500,500,600,0,0,500,600,3,2,0,0,0
1376,3,C,35508,299,0,0,4,475,450,500,600,0,0,500,600,3,2,0,0,0
1377,2,C,35508,299,0,0,5,475,450,500,600,0,0,500,600,3,2,0,0,0
1378,7,C,35508,300,0,0,1,325,380,350,450,0,0,350,450,3,2,0,0,0
1379,1,C,35508,300,0,0,2,325,300,350,450,0,0,350,450,3,2,0,0,0
1380,4,C,35508,300,0,0,3,325,280,350,450,0,0,350,450,3,2,0,0,0
1381,7,C,35508,301,25,-25,1,250,340,300,400,0,0,300,400,3,2,0,0,0
1382,1,C,35508,301,25,25,2,250,300,300,400,0,0,300,400,3,2,0,0,0
1383,4,C,35508,301,0,0,3,250,170,300,400,0,0,300,400,3,2,0,0,0
1384,3,C,35508,309,0,0,1,260,200,0,0,514.25,1,514.25,514.25,2,2,0,0,0
1385,3,C,35508,312,0,0,1,230,160,0,0,431.05,1,431.05,431.05,3,2,0,0,0
1386,5,C,35508,313,0,0,1,220,125,0,0,328.25,1,328.25,328.25,3,2,0,0,0
1387,3,C,35508,316,0,0,1,5500,5400,5000,6000,0,0,5000,6000,3,2,0,0,0
1388,4,C,35508,316,0,0,2,5500,5400,5000,6000,0,0,5000,6000,3,2,0,0,0
1389,1,C,35508,316,0,0,3,5500,4000,5000,6000,0,0,5000,6000,3,2,0,0,0
1390,2,C,35508,316,0,0,4,5500,3800,5000,6000,0,0,5000,6000,3,2,0,0,0
1391,1,C,35508,317,0,0,1,2900,2200,1200,1500,0,0,1200,1500,3,2,0,0,0
1392,3,C,35508,317,0,0,2,2900,2200,1200,1500,0,0,1200,1500,3,2,0,0,0
1393,4,C,35508,317,0,0,3,2900,2100,1200,1500,0,0,1200,1500,3,2,0,0,0
1394,7,C,35508,317,0,0,4,2900,2000,1200,1500,0,0,1200,1500,3,2,0,0,0
1395,2,C,35508,317,0,0,5,2900,2000,1200,1500,0,0,1200,1500,3,2,0,0,0
1396,1,C,35508,318,0,0,1,210,200,150,150,0,0,150,150,2,2,0,0,0
1397,5,C,35508,318,0,0,2,210,170,150,150,0,0,150,150,2,2,0,0,0
1398,4,C,35508,318,0,0,3,210,160,150,150,0,0,150,150,2,2,0,0,0
1399,3,C,35508,318,0,0,4,210,150,150,150,0,0,150,150,2,2,0,0,0
1400,7,C,35508,318,0,0,5,210,125,150,150,0,0,150,150,2,2,0,0,0
1401,1,C,35508,319,27.5,-27.5,1,135,200,125,150,0,0,125,150,3,2,0,0,0
1402,4,C,35508,319,26.25,26.25,2,135,190,125,150,0,0,125,150,3,2,0,0,0
1403,3,C,35508,319,1.25,1.25,3,135,140,125,150,0,0,125,150,3,2,0,0,0
1404,7,C,35508,319,0,0,4,135,125,125,150,0,0,125,150,3,2,0,0,0
1405,2,C,35508,319,0,0,5,135,100,125,150,0,0,125,150,3,2,0,0,0
1406,3,C,35508,351,0,0,1,80,260,0,0,586.0256,1,586.0256,586.0256,2,2,0,0,0
1407,3,C,35508,352,0,0,1,900,900,0,0,3193.6,1,3193.6,3193.6,3,2,0,0,0
1408,4,C,35508,352,0,0,2,900,850,0,0,3193.6,1,3193.6,3193.6,3,2,0,0,0
1409,1,C,35508,352,0,0,3,900,570,0,0,3193.6,1,3193.6,3193.6,3,2,0,0,0
1410,3,C,35508,353,0,0,1,800,800,0,0,3353.28,1,3353.28,3353.28,3,2,0,0,0
1411,4,C,35508,353,0,0,2,800,600,0,0,3353.28,1,3353.28,3353.28,3,2,0,0,0
1412,1,C,35508,353,0,0,3,800,580,0,0,3353.28,1,3353.28,3353.28,3,2,0,0,0
1413,8,C,35508,359,0,0,1,350,220,0,0,1985,1,1985,1985,2,2,0,0,0
1414,5,C,35508,361,0,0,1,1000,1100,750,1000,0,0,750,1000,3,2,0,0,0
1415,3,C,35508,361,0,0,2,1000,950,750,1000,0,0,750,1000,3,2,0,0,0
1416,7,C,35508,361,0,0,3,1000,825,750,1000,0,0,750,1000,3,2,0,0,0
1417,1,C,35508,361,0,0,4,1000,750,750,1000,0,0,750,1000,3,2,0,0,0
1418,6,C,35508,361,0,0,5,1000,700,750,1000,0,0,750,1000,3,2,0,0,0
1419,5,C,35508,362,0,0,1,450,450,500,600,0,0,500,600,3,2,0,0,0
1420,6,C,35508,362,0,0,2,450,450,500,600,0,0,500,600,3,2,0,0,0
1421,2,C,35508,362,0,0,3,450,425,500,600,0,0,500,600,3,2,0,0,0
1422,7,C,35508,362,0,0,4,450,425,500,600,0,0,500,600,3,2,0,0,0
1423,3,C,35508,362,0,0,5,450,380,500,600,0,0,500,600,3,2,0,0,0
1424,1,C,35508,362,0,0,6,450,380,500,600,0,0,500,600,3,2,0,0,0
1425,3,C,35508,364,0,0,1,475,580,400,500,0,0,400,500,3,2,0,0,0
1426,5,C,35508,364,0,0,2,475,450,400,500,0,0,400,500,3,2,0,0,0
1427,1,C,35508,364,0,0,3,475,425,400,500,0,0,400,500,3,2,0,0,0
1428,7,C,35508,364,0,0,4,475,400,400,500,0,0,400,500,3,2,0,0,0
1429,2,C,35508,364,0,0,5,475,350,400,500,0,0,400,500,3,2,0,0,0
1430,3,C,35508,365,0,0,1,200,110,0,0,375,1,375,375,2,2,0,0,0
1431,4,C,35508,366,200,-200,1,800,1300,500,750,0,0,500,750,2,2,0,0,0
1432,3,C,35508,366,150,150,2,800,1200,500,750,0,0,500,750,2,2,0,0,0
1433,1,C,35508,366,50,50,3,800,1000,500,750,0,0,500,750,2,2,0,0,0
1434,7,C,35508,366,0,0,4,800,700,500,750,0,0,500,750,2,2,0,0,0
1435,5,C,35508,366,0,0,5,800,675,500,750,0,0,500,750,2,2,0,0,0
1436,2,C,35508,366,0,0,6,800,500,500,750,0,0,500,750,2,2,0,0,0
1437,3,C,35508,367,0,0,1,575,1050,500,500,0,0,500,500,3,2,0,0,0
1438,7,C,35508,367,0,0,2,575,550,500,500,0,0,500,500,3,2,0,0,0
1439,1,C,35508,367,0,0,3,575,525,500,500,0,0,500,500,3,2,0,0,0
1440,3,C,35508,368,0,0,1,220,240,200,250,0,0,200,250,3,2,0,0,0
1441,1,C,35508,368,0,0,2,220,210,200,250,0,0,200,250,3,2,0,0,0
1442,7,C,35508,368,0,0,3,220,170,200,250,0,0,200,250,3,2,0,0,0
1443,3,C,35508,386,0,0,1,100,70,0,0,307.5,1,307.5,307.5,3,2,0,0,0
1444,3,C,35508,387,0,0,1,210,170,0,0,875,1,875,875,3,1,0,0,0
1445,3,C,35508,388,0,0,1,160,260,0,0,1596.8,1,1596.8,1596.8,3,2,0,0,0
1446,1,C,35508,389,0,0,1,220,230,300,400,0,0,300,400,2,2,0,0,0
1447,1,C,35508,390,0,0,1,425,400,300,400,0,0,300,400,2,2,0,0,0
1448,5,C,35508,390,0,0,2,425,320,300,400,0,0,300,400,2,2,0,0,0
1449,3,C,35508,390,0,0,3,425,300,300,400,0,0,300,400,2,2,0,0,0
1450,2,C,35508,390,0,0,4,425,225,300,400,0,0,300,400,2,2,0,0,0
1451,3,C,35508,391,0,0,1,375,350,500,750,0,0,500,750,6,2,0,0,0
1452,6,C,35508,393,150,-150,1,1200,2200,1000,1000,0,0,1000,1000,6,2,0,0,0
1453,1,C,35508,393,150,150,2,1200,1500,1000,1000,0,0,1000,1000,6,2,0,0,0
1454,2,C,35508,393,0,0,3,1200,800,1000,1000,0,0,1000,1000,6,2,0,0,0
1455,4,C,35508,394,1400,-1400,1,2300,7200,1000,1500,0,0,1000,1500,6,2,0,0,0
1456,7,C,35508,394,846.6666667,846.6666667,2,2300,5100,1000,1500,0,0,1000,1500,6,2,0,0,0
1457,3,C,35508,394,196.6666667,196.6666667,3,2300,3800,1000,1500,0,0,1000,1500,6,2,0,0,0
1458,8,C,35508,394,121.6666667,121.6666667,4,2300,3500,1000,1500,0,0,1000,1500,6,2,0,0,0
1459,2,C,35508,394,80,80,5,2300,3250,1000,1500,0,0,1000,1500,6,2,0,0,0
1460,1,C,35508,394,80,80,6,2300,3250,1000,1500,0,0,1000,1500,6,2,0,0,0
1461,5,C,35508,394,75,75,7,2300,3200,1000,1500,0,0,1000,1500,6,2,0,0,0
1462,6,C,35508,394,0,0,8,2300,2200,1000,1500,0,0,1000,1500,6,2,0,0,0
1463,3,C,35508,395,0,0,1,3000,1400,250,350,0,0,250,350,6,6,0,0,0
1464,7,C,35508,395,0,0,2,3000,320,250,350,0,0,250,350,6,6,0,0,0
1465,4,C,35508,396,575,-575,1,850,2100,1000,1500,0,0,1000,1500,2,2,0,0,0
